,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,poutcome,deposit
5309,43,services,divorced,secondary,no,130,yes,no,8,may,193,1,-1,unknown,no
5310,57,services,divorced,primary,no,2225,yes,no,18,may,8,4,-1,unknown,no
5314,47,technician,single,secondary,no,736,no,no,29,jul,212,2,-1,unknown,no
5315,31,self-employed,single,tertiary,no,84,no,no,6,aug,157,4,-1,unknown,no
5316,52,blue-collar,divorced,primary,no,196,yes,no,7,may,119,3,-1,unknown,no
5317,41,technician,married,secondary,no,2123,no,no,8,aug,130,2,-1,unknown,no
5318,35,blue-collar,single,secondary,no,-482,yes,no,27,may,472,1,-1,unknown,no
5319,48,management,divorced,tertiary,no,700,yes,no,29,aug,488,2,-1,unknown,no
5320,53,blue-collar,married,primary,no,1388,no,no,7,aug,139,4,-1,unknown,no
5321,59,entrepreneur,married,primary,no,222,no,no,18,nov,97,1,-1,unknown,no
5322,26,blue-collar,single,secondary,no,592,yes,yes,27,may,174,1,-1,unknown,no
5323,30,management,married,tertiary,no,0,no,no,14,aug,95,2,-1,unknown,no
5324,56,self-employed,married,tertiary,no,411,no,no,19,jun,145,4,-1,unknown,no
5325,41,blue-collar,divorced,secondary,no,-104,yes,no,16,may,32,3,-1,unknown,no
5326,52,technician,married,secondary,no,475,yes,no,28,jul,121,3,-1,unknown,no
5327,35,admin.,single,secondary,no,181,yes,no,18,may,217,4,301,failure,no
5328,41,management,married,tertiary,no,653,yes,no,17,nov,60,2,-1,unknown,no
5329,39,management,married,tertiary,no,0,yes,no,2,jun,46,2,-1,unknown,no
5330,51,management,married,tertiary,no,0,yes,yes,19,aug,263,1,84,unknown,no
5331,46,blue-collar,married,secondary,no,942,no,no,18,nov,240,3,119,failure,no
5332,43,technician,divorced,primary,no,13,no,yes,9,jul,977,4,-1,unknown,no
5333,31,technician,single,secondary,no,200,no,no,6,aug,315,2,-1,unknown,no
5334,56,unemployed,married,secondary,no,660,yes,no,6,jun,72,3,-1,unknown,no
5335,35,entrepreneur,married,secondary,no,1309,yes,no,18,nov,73,3,-1,unknown,no
5336,58,self-employed,married,tertiary,no,-364,yes,no,5,may,355,1,-1,unknown,no
5337,33,technician,married,secondary,no,-616,yes,yes,27,may,320,1,-1,unknown,no
5338,36,blue-collar,single,secondary,no,2596,no,no,18,jun,60,6,-1,unknown,no
5340,47,technician,married,secondary,no,568,yes,no,14,jul,256,2,-1,unknown,no
5341,61,retired,married,primary,no,296,yes,yes,3,jun,323,2,-1,unknown,no
5343,53,management,divorced,tertiary,no,2894,yes,no,5,may,163,1,-1,unknown,no
5344,31,management,married,tertiary,no,2344,yes,no,14,aug,221,6,-1,unknown,no
5345,35,admin.,married,secondary,no,1345,yes,no,23,jul,135,1,-1,unknown,no
5346,55,management,married,tertiary,no,171,yes,no,8,aug,73,6,-1,unknown,no
5349,45,admin.,married,secondary,no,1097,yes,yes,2,feb,174,1,208,failure,no
5350,45,unemployed,married,tertiary,no,1148,no,no,19,nov,782,2,-1,unknown,no
5351,32,technician,single,tertiary,no,3818,no,no,18,aug,100,4,-1,unknown,no
5352,33,blue-collar,married,primary,no,934,yes,no,4,jun,244,2,-1,unknown,no
5353,51,blue-collar,married,primary,no,-637,yes,yes,19,nov,233,2,-1,unknown,no
5354,27,housemaid,married,secondary,yes,65,yes,yes,17,jul,59,1,-1,unknown,no
5355,37,technician,married,secondary,no,24,yes,no,13,aug,136,1,105,failure,no
5357,40,blue-collar,married,secondary,no,100,yes,no,29,may,218,2,-1,unknown,no
5358,41,blue-collar,married,primary,no,686,yes,no,21,nov,888,3,-1,unknown,no
5359,35,management,single,tertiary,no,3,yes,yes,6,feb,217,1,-1,unknown,no
5363,36,technician,single,secondary,no,664,no,no,22,aug,309,3,-1,unknown,no
5365,46,services,divorced,secondary,no,5,yes,yes,29,jan,305,2,-1,unknown,no
5366,42,blue-collar,married,primary,no,-67,yes,no,9,may,128,1,-1,unknown,no
5367,27,student,single,secondary,no,3754,no,no,15,mar,106,3,98,unknown,no
5368,44,technician,married,secondary,no,1139,yes,no,30,jan,64,1,-1,unknown,no
5369,32,services,married,secondary,no,250,yes,no,29,may,202,1,-1,unknown,no
5370,32,self-employed,divorced,tertiary,no,3695,yes,no,15,may,34,1,353,unknown,no
5371,43,blue-collar,married,secondary,no,1025,yes,no,2,jun,106,1,-1,unknown,no
5372,38,management,married,tertiary,no,328,no,no,8,aug,230,2,-1,unknown,no
5373,40,services,married,secondary,no,0,yes,no,2,jun,297,1,28,failure,no
5375,49,management,divorced,tertiary,no,1904,no,yes,17,nov,131,2,-1,unknown,no
5376,37,management,married,tertiary,no,347,yes,no,22,jul,282,1,-1,unknown,no
5377,40,unemployed,married,secondary,no,1289,no,no,26,may,260,2,-1,unknown,no
5378,54,management,divorced,tertiary,no,129,yes,no,30,may,132,1,-1,unknown,no
5379,38,blue-collar,married,primary,no,178,yes,no,20,may,245,1,-1,unknown,no
5380,45,management,married,tertiary,no,81,no,yes,30,jul,61,3,-1,unknown,no
5381,49,self-employed,married,tertiary,no,599,no,no,12,aug,174,1,-1,unknown,no
5382,46,technician,married,secondary,no,190,yes,no,12,aug,370,2,-1,unknown,no
5383,39,blue-collar,married,secondary,no,0,yes,no,6,may,262,1,-1,unknown,no
5384,56,management,married,tertiary,no,563,yes,no,6,may,100,2,168,failure,no
5385,37,blue-collar,married,secondary,no,105,yes,no,8,may,69,2,-1,unknown,no
5386,39,management,married,tertiary,no,3518,yes,no,8,may,440,1,-1,unknown,no
5387,53,self-employed,married,secondary,no,248,no,yes,17,nov,99,1,126,failure,no
5388,38,blue-collar,married,secondary,no,961,yes,no,16,may,346,1,-1,unknown,no
5389,25,technician,single,tertiary,no,640,yes,no,13,may,492,2,-1,unknown,no
5391,47,unemployed,married,primary,no,0,no,no,18,jun,308,1,-1,unknown,no
5393,31,self-employed,married,tertiary,no,1134,no,no,6,feb,174,2,-1,unknown,no
5394,50,technician,married,primary,no,570,no,no,20,jun,21,3,-1,unknown,no
5395,40,blue-collar,married,secondary,no,0,yes,no,16,may,167,2,-1,unknown,no
5396,55,retired,married,tertiary,no,357,yes,no,11,aug,526,1,103,failure,no
5397,31,services,married,secondary,no,593,yes,no,19,nov,391,2,-1,unknown,no
5398,59,blue-collar,married,primary,no,229,yes,yes,7,may,19,1,-1,unknown,no
5399,52,management,married,primary,no,0,no,no,5,jun,85,3,-1,unknown,no
5401,49,management,married,tertiary,no,234,no,no,22,aug,55,6,-1,unknown,no
5402,31,self-employed,married,tertiary,no,322,yes,no,8,may,159,1,-1,unknown,no
5403,55,entrepreneur,married,secondary,no,113,yes,no,12,jun,186,1,-1,unknown,no
5404,38,entrepreneur,married,secondary,no,2139,yes,no,9,may,576,1,-1,unknown,no
5409,34,technician,single,tertiary,no,2047,yes,no,28,jul,57,5,-1,unknown,no
5410,41,self-employed,single,tertiary,no,0,no,no,18,nov,256,1,-1,unknown,no
5411,44,unemployed,married,tertiary,no,1151,yes,no,5,jun,127,2,-1,unknown,no
5413,39,technician,married,secondary,no,1,yes,no,26,may,506,2,-1,unknown,no
5414,54,management,married,tertiary,no,203,no,no,21,nov,70,1,-1,unknown,no
5415,22,student,single,secondary,no,2162,no,no,2,feb,168,1,-1,unknown,no
5416,31,admin.,married,secondary,no,337,no,no,12,may,51,1,-1,unknown,no
5418,59,technician,divorced,secondary,no,2,no,no,26,aug,164,2,-1,unknown,no
5419,59,admin.,married,secondary,no,1365,no,no,19,jun,327,1,-1,unknown,no
5420,56,management,married,tertiary,no,2366,yes,yes,3,feb,538,2,188,failure,no
5421,52,management,divorced,tertiary,no,-803,yes,no,7,aug,131,3,-1,unknown,no
5422,57,entrepreneur,divorced,tertiary,no,873,no,no,17,jun,441,3,-1,unknown,no
5423,41,admin.,married,secondary,no,-76,yes,no,16,apr,263,1,-1,unknown,no
5424,39,housemaid,married,tertiary,no,2990,no,no,30,apr,127,4,-1,unknown,no
5425,35,management,divorced,tertiary,no,538,yes,no,12,may,66,4,-1,unknown,no
5427,35,technician,married,secondary,no,840,yes,no,29,jul,281,4,-1,unknown,no
5428,25,technician,single,secondary,no,1847,no,no,26,may,137,2,-1,unknown,no
5429,34,services,married,secondary,no,40,yes,no,17,jul,302,2,-1,unknown,no
5430,38,self-employed,married,secondary,no,30,no,no,16,jun,91,1,-1,unknown,no
5431,42,management,married,primary,no,860,yes,no,15,may,90,3,-1,unknown,no
5432,28,self-employed,single,secondary,no,123,yes,no,9,may,97,1,-1,unknown,no
5433,35,blue-collar,married,secondary,no,667,yes,no,14,may,10,5,324,unknown,no
5434,34,admin.,single,secondary,no,601,no,no,17,nov,184,3,-1,unknown,no
5437,32,management,single,tertiary,no,307,no,no,25,jan,96,1,201,success,no
5438,41,management,married,tertiary,no,-29,no,no,29,jan,41,2,266,failure,no
5439,41,blue-collar,married,secondary,no,849,yes,yes,12,may,100,4,-1,unknown,no
5440,26,management,single,tertiary,no,47,yes,no,18,may,63,1,-1,unknown,no
5441,60,retired,married,tertiary,no,2194,yes,no,20,apr,31,3,263,failure,no
5443,24,services,single,secondary,no,1299,yes,yes,18,may,113,2,-1,unknown,no
5445,44,technician,married,secondary,no,1901,no,no,6,aug,165,2,-1,unknown,no
5446,74,retired,divorced,primary,no,166,no,no,13,aug,99,1,-1,unknown,no
5448,31,management,single,tertiary,no,-160,yes,no,28,may,202,2,-1,unknown,no
5449,31,admin.,married,secondary,no,89,no,no,7,may,297,3,-1,unknown,no
5450,25,management,single,tertiary,no,493,yes,no,4,jun,301,1,-1,unknown,no
5451,39,entrepreneur,married,tertiary,no,2644,yes,no,20,may,253,1,-1,unknown,no
5452,30,management,single,tertiary,no,596,no,no,4,jun,125,2,-1,unknown,no
5453,60,management,married,secondary,no,0,no,no,20,may,321,4,87,failure,no
5454,48,technician,married,secondary,no,606,yes,no,19,aug,231,4,-1,unknown,no
5455,30,entrepreneur,married,secondary,no,-346,yes,yes,22,jul,88,1,-1,unknown,no
5456,43,services,single,secondary,no,550,yes,no,13,may,107,2,-1,unknown,no
5457,44,technician,single,primary,no,237,yes,no,25,jul,54,1,-1,unknown,no
5458,29,blue-collar,single,secondary,no,415,no,yes,28,jan,161,1,-1,unknown,no
5459,46,unemployed,married,secondary,no,-125,yes,no,6,may,23,1,-1,unknown,no
5460,28,blue-collar,single,tertiary,no,1984,yes,no,4,may,32,2,14,failure,no
5461,34,entrepreneur,married,tertiary,no,121,yes,no,18,may,57,6,-1,unknown,no
5462,42,management,divorced,tertiary,no,266,no,yes,28,jan,228,1,-1,unknown,no
5463,59,retired,married,secondary,no,1723,no,no,19,jun,70,1,-1,unknown,no
5464,27,blue-collar,single,secondary,no,1049,no,no,29,jan,389,3,-1,unknown,no
5465,36,blue-collar,married,primary,no,21,no,no,20,nov,35,1,-1,unknown,no
5466,34,blue-collar,single,secondary,no,341,yes,no,8,may,195,1,-1,unknown,no
5468,50,technician,married,tertiary,no,247,no,no,23,may,173,1,-1,unknown,no
5469,50,technician,married,tertiary,no,3117,no,no,20,nov,44,2,164,failure,no
5470,45,entrepreneur,married,secondary,no,242,no,yes,4,feb,510,1,198,failure,no
5473,54,retired,married,secondary,no,1851,no,no,11,jun,296,3,-1,unknown,no
5474,31,blue-collar,single,secondary,no,573,yes,no,5,feb,58,1,269,failure,no
5475,35,self-employed,married,tertiary,no,1178,yes,yes,15,apr,220,2,183,failure,no
5476,34,blue-collar,married,tertiary,no,748,yes,yes,6,may,161,1,-1,unknown,no
5477,48,admin.,divorced,secondary,no,-407,yes,no,14,may,210,2,352,failure,no
5479,47,unemployed,single,tertiary,no,2500,no,no,30,jan,240,1,-1,unknown,no
5480,45,retired,single,secondary,yes,86,no,no,21,nov,64,5,-1,unknown,no
5482,33,services,single,secondary,no,192,no,no,24,jul,255,1,-1,unknown,no
5483,27,unemployed,single,primary,no,93,no,no,11,oct,4,1,-1,unknown,no
5484,47,technician,married,secondary,no,0,yes,no,25,may,234,1,-1,unknown,no
5485,54,self-employed,divorced,tertiary,no,0,yes,yes,29,jan,309,3,-1,unknown,no
5486,37,management,married,tertiary,no,-491,yes,no,5,feb,80,2,-1,unknown,no
5488,49,management,married,tertiary,no,0,yes,no,18,nov,102,1,-1,unknown,no
5489,43,unemployed,married,secondary,no,775,no,no,14,aug,98,1,106,failure,no
5490,27,admin.,single,secondary,no,276,yes,no,19,may,311,2,-1,unknown,no
5492,37,management,divorced,tertiary,no,0,yes,no,11,may,217,6,-1,unknown,no
5493,50,services,married,secondary,no,901,yes,no,20,jun,8,6,-1,unknown,no
5494,50,entrepreneur,married,primary,no,431,yes,no,20,apr,12,5,-1,unknown,no
5495,52,services,married,primary,no,911,no,no,20,jun,29,2,-1,unknown,no
5496,26,admin.,single,secondary,no,96,no,no,6,may,606,1,345,failure,no
5497,35,technician,married,secondary,no,0,yes,yes,17,nov,199,1,-1,unknown,no
5499,55,services,divorced,primary,no,2923,yes,no,15,may,104,2,-1,unknown,no
5500,26,blue-collar,single,primary,no,16,no,yes,8,jul,249,2,-1,unknown,no
5501,37,self-employed,married,secondary,no,744,yes,yes,21,aug,161,3,-1,unknown,no
5502,56,blue-collar,married,primary,no,551,no,no,29,may,27,1,-1,unknown,no
5503,33,management,married,tertiary,no,322,yes,no,16,apr,77,3,-1,unknown,no
5504,36,blue-collar,married,secondary,no,199,yes,no,9,jul,183,1,-1,unknown,no
5505,32,management,single,tertiary,no,0,no,no,22,aug,360,2,-1,unknown,no
5506,30,technician,single,tertiary,no,0,no,no,28,aug,262,6,-1,unknown,no
5507,39,management,single,tertiary,no,633,no,no,19,nov,105,2,133,failure,no
5508,28,management,single,tertiary,no,203,no,no,29,jan,145,2,-1,unknown,no
5509,36,self-employed,single,tertiary,no,583,no,no,30,jan,859,1,235,unknown,no
5510,39,admin.,single,secondary,no,2749,yes,no,19,nov,128,1,-1,unknown,no
5511,48,management,divorced,secondary,no,769,no,yes,28,jan,58,2,184,unknown,no
5512,34,blue-collar,married,secondary,no,1924,yes,yes,1,apr,161,2,253,failure,no
5513,50,blue-collar,married,primary,no,1064,yes,no,8,aug,31,2,-1,unknown,no
5514,26,admin.,single,secondary,no,1099,no,no,15,jan,99,2,225,unknown,no
5515,35,entrepreneur,married,secondary,no,2971,no,no,21,nov,112,2,-1,unknown,no
5516,44,blue-collar,married,primary,no,2657,yes,no,20,jun,202,2,-1,unknown,no
5517,47,management,married,secondary,no,21,yes,no,18,nov,229,2,-1,unknown,no
5518,62,management,married,tertiary,no,0,no,no,13,apr,113,3,182,failure,no
5519,55,management,single,tertiary,no,0,no,no,3,nov,222,3,187,failure,no
5522,28,technician,single,tertiary,no,375,yes,no,14,may,43,1,350,unknown,no
5523,41,services,married,secondary,no,2399,yes,no,15,may,303,2,351,failure,no
5524,25,technician,single,tertiary,no,148,no,no,23,jul,421,1,-1,unknown,no
5525,40,entrepreneur,divorced,tertiary,no,224,no,no,20,jun,606,1,-1,unknown,no
5526,35,blue-collar,married,primary,no,147,yes,no,5,may,358,1,337,failure,no
5527,65,retired,divorced,secondary,no,744,no,no,5,jul,182,1,-1,unknown,no
5528,40,self-employed,single,tertiary,no,-94,yes,no,16,jul,90,1,-1,unknown,no
5529,43,management,divorced,tertiary,no,9,yes,no,26,aug,89,5,401,failure,no
5530,29,management,single,tertiary,no,1218,no,no,30,jan,258,2,-1,unknown,no
5531,48,management,single,secondary,no,1106,no,yes,8,jul,265,1,-1,unknown,no
5532,35,blue-collar,married,secondary,no,0,yes,no,9,jul,277,1,-1,unknown,no
5533,30,technician,single,secondary,no,167,no,no,14,sep,9,1,-1,unknown,no
5534,32,management,single,tertiary,no,0,yes,no,20,apr,415,2,-1,unknown,no
5535,30,student,married,tertiary,no,324,no,no,25,aug,585,4,-1,unknown,no
5536,30,admin.,single,secondary,no,127,yes,no,18,may,16,6,368,unknown,no
5537,24,admin.,married,secondary,no,230,yes,no,15,may,73,1,-1,unknown,no
5538,29,technician,married,secondary,no,344,yes,yes,28,may,279,2,-1,unknown,no
5540,42,blue-collar,married,secondary,no,634,yes,no,24,jul,256,2,-1,unknown,no
5541,45,housemaid,married,primary,no,317,yes,no,8,apr,325,2,-1,unknown,no
5542,57,housemaid,married,primary,no,2234,no,no,11,jun,201,5,-1,unknown,no
5543,36,blue-collar,married,primary,no,223,yes,no,14,jul,12,3,-1,unknown,no
5544,49,technician,married,primary,no,230,yes,no,8,may,96,1,-1,unknown,no
5545,30,technician,single,tertiary,no,0,no,no,15,sep,214,2,-1,unknown,no
5546,48,management,divorced,tertiary,no,313,no,no,8,may,208,1,-1,unknown,no
5547,32,services,married,secondary,no,289,yes,no,2,feb,63,1,257,failure,no
5548,35,technician,married,secondary,no,0,yes,no,6,apr,139,1,-1,unknown,no
5549,40,entrepreneur,married,primary,no,3676,yes,yes,15,may,101,1,-1,unknown,no
5550,32,housemaid,married,primary,no,-184,yes,no,6,feb,129,2,197,failure,no
5551,37,admin.,single,tertiary,no,3954,yes,no,12,aug,87,1,117,failure,no
5552,37,management,married,tertiary,no,2951,no,no,21,nov,101,3,-1,unknown,no
5553,43,management,married,tertiary,no,78,yes,no,21,nov,36,1,109,unknown,no
5554,48,technician,married,secondary,no,1526,no,no,6,aug,273,2,-1,unknown,no
5555,36,technician,married,secondary,no,0,yes,no,21,jul,193,5,-1,unknown,no
5556,33,unemployed,single,secondary,no,233,yes,no,8,may,221,4,-1,unknown,no
5557,33,management,married,secondary,no,67,yes,yes,23,may,316,4,-1,unknown,no
5558,36,services,single,primary,no,38,no,no,6,jun,308,4,-1,unknown,no
5559,65,retired,married,tertiary,no,1948,no,no,2,feb,102,2,-1,unknown,no
5561,34,management,single,tertiary,no,612,no,no,30,apr,192,1,-1,unknown,no
5563,32,management,single,tertiary,no,131,yes,no,11,aug,112,1,81,unknown,no
5565,34,blue-collar,married,secondary,no,-257,yes,no,15,may,160,1,368,failure,no
5566,33,blue-collar,married,primary,no,331,yes,no,30,may,139,3,-1,unknown,no
5567,45,blue-collar,married,secondary,no,105,yes,yes,13,may,119,1,-1,unknown,no
5568,35,blue-collar,married,secondary,no,1160,no,yes,19,nov,62,1,-1,unknown,no
5570,39,services,divorced,primary,no,471,yes,no,6,may,161,2,-1,unknown,no
5571,38,blue-collar,married,secondary,no,35,yes,no,28,may,130,2,-1,unknown,no
5572,35,management,single,tertiary,no,1750,yes,no,22,oct,422,1,175,success,no
5574,30,technician,single,secondary,no,728,yes,no,5,feb,393,1,261,unknown,no
5575,37,self-employed,married,tertiary,no,0,no,no,6,jun,143,1,-1,unknown,no
5576,33,self-employed,married,tertiary,no,263,no,no,16,nov,79,4,94,failure,no
5577,52,management,married,tertiary,no,601,yes,no,14,may,249,2,-1,unknown,no
5579,28,admin.,single,secondary,no,1076,yes,no,2,jun,537,5,-1,unknown,no
5580,37,blue-collar,married,secondary,no,-57,yes,yes,7,may,55,5,-1,unknown,no
5581,33,admin.,single,tertiary,no,2,no,no,29,jan,132,2,-1,unknown,no
5582,32,technician,married,tertiary,no,514,yes,no,20,may,414,2,-1,unknown,no
5583,25,blue-collar,single,secondary,no,-375,yes,no,14,jul,61,2,-1,unknown,no
5584,37,technician,married,secondary,no,28,no,no,21,aug,101,2,-1,unknown,no
5585,34,management,single,tertiary,no,404,yes,no,5,feb,10,6,-1,unknown,no
5587,40,management,married,secondary,no,99,no,no,9,feb,15,5,-1,unknown,no
5588,38,services,married,secondary,no,2669,yes,no,20,apr,208,2,-1,unknown,no
5589,39,management,single,tertiary,no,202,yes,no,12,may,59,1,301,unknown,no
5591,35,blue-collar,married,secondary,no,674,yes,no,30,may,274,2,-1,unknown,no
5592,33,management,single,tertiary,no,312,no,no,11,aug,271,1,369,failure,no
5593,38,management,married,tertiary,no,1463,yes,no,25,aug,425,4,-1,unknown,no
5594,37,management,married,tertiary,no,789,yes,yes,11,aug,93,1,190,unknown,no
5595,29,unemployed,single,tertiary,no,7,no,no,6,may,51,1,179,failure,no
5596,42,services,married,primary,no,473,yes,no,30,jan,54,1,-1,unknown,no
5597,45,management,divorced,tertiary,no,3150,yes,no,17,nov,101,2,-1,unknown,no
5599,33,blue-collar,married,secondary,no,1541,yes,no,23,may,423,2,-1,unknown,no
5600,35,blue-collar,single,secondary,no,142,yes,no,7,may,266,2,168,failure,no
5601,30,technician,single,tertiary,no,3,yes,no,7,may,174,1,-1,unknown,no
5602,31,blue-collar,single,secondary,no,1207,yes,no,17,apr,163,2,-1,unknown,no
5603,45,technician,married,secondary,no,351,yes,no,29,aug,18,2,-1,unknown,no
5604,44,admin.,divorced,secondary,no,777,yes,no,18,may,517,3,350,failure,no
5605,31,services,married,primary,no,997,yes,no,3,feb,256,1,190,failure,no
5606,30,admin.,married,secondary,no,15,yes,no,9,may,257,1,-1,unknown,no
5607,54,management,married,tertiary,no,2819,no,no,7,aug,123,3,-1,unknown,no
5608,35,blue-collar,married,secondary,no,126,yes,no,16,apr,472,1,-1,unknown,no
5609,36,admin.,married,secondary,no,953,yes,no,17,feb,38,1,-1,unknown,no
5610,55,housemaid,married,primary,no,10,no,no,4,feb,174,3,-1,unknown,no
